T,GLC,ACE_env,X,ACCOA,ACP,ACE_cell
0.0,12.50000275,30.24480934,0.07226620229,2.57142305,0.5924117,30.10453681
4.274003158236763e-07,12.50000258374724,30.244809300630106,0.0722662176356153,2.5715375219760874,0.5922971671889794,30.10453666488177
5.02525268970911e-07,12.500002554524679,30.244809293709988,0.0722662203330229,2.5715155608983795,0.5923191588097185,30.104536587024395
5.776502221181457e-07,12.500002525302117,30.244809286789867,0.07226622303044018,2.5714885702642247,0.5923461849132763,30.10453650292635
6.640391418656298e-07,12.500002491698028,30.244809278832168,0.072266226132289,2.571462587041284,0.5923722039687211,30.104536412521135
7.504280616131139e-07,12.500002458093938,30.244809270874466,0.0722662292341181,2.5714470572438706,0.5923877593506959,30.104536335149334
8.36816981360598e-07,12.500002424489848,30.244809262916757,0.07226623233593223,2.5714394781949097,0.5923953561890347,30.10453626769633
9.23208562213842e-07,12.50000239088472,30.2448092549588,0.0722662354378353,2.5714354577539367,0.5923993909288113,30.10453620469447
1.0096001430670859e-06,12.500002357279591,30.244809247000838,0.07226623853973549,2.5714330190090444,0.5924018424189464,30.104536143685372
1.0959917239203298e-06,12.50000232367446,30.244809239042873,0.07226624164163399,2.5714315501301845,0.5924033230890652,30.104536083907636
1.1823844648169534e-06,12.500002290068878,30.244809231084798,0.07226624474357307,2.57143071605452,0.5924041683304959,30.10453602494351
1.268777205713577e-06,12.500002256463294,30.244809223126722,0.0722662478455116,2.5714302519081067,0.5924046432766122,30.104535966464145
1.3551699466102006e-06,12.500002222857708,30.244809215168644,0.07226625094744987,2.571429990038021,0.5924049157446319,30.104535908260893
1.441562936303776e-06,12.500002189252024,30.244809207210537,0.07226625404939702,2.5714298417533157,0.5924050745124476,30.104535850223208
1.5279559259973514e-06,12.500002155646339,30.244809199252426,0.07226625715134417,2.5714297597147775,0.592405166965634,30.104535792292335
1.6143489156909267e-06,12.500002122040652,30.244809191294316,0.0722662602532914,2.571429716285918,0.5924052207677639,30.10453573443387
1.7007419509995393e-06,12.500002088434945,30.244809183336194,0.07226626335524038,2.571429694991959,0.5924052524097663,30.104535676627272
1.787134986308152e-06,12.500002054829237,30.244809175378073,0.07226626645718946,2.5714296863241928,0.5924052714096631,30.104535618860723
1.8735280216167645e-06,12.500002021223528,30.244809167419948,0.07226626955913867,2.5714296848984786,0.5924052831568729,30.104535561127513
1.959921067125946e-06,12.500001987617814,30.24480915946182,0.07226627266108838,2.571429687642553,0.5924052907266718,30.104535503423797
2.0463141126351275e-06,12.500001954012099,30.244809151503688,0.07226627576303823,2.5714296927840787,0.5924052958931338,30.10453544574737
2.132707158144309e-06,12.500001920406381,30.244809143545552,0.07226627886498824,2.5714296993006265,0.5924052996796919,30.104535388096945
2.996637613236124e-06,12.500001584349127,30.244809063964013,0.07226630988449605,2.571429776505313,0.592405325300354,30.104534812939143
3.8605680683279395e-06,12.500001248291728,30.244808984382157,0.07226634090401814,2.571429862451285,0.5924053418192096,30.10453424020743
4.724498523419755e-06,12.500000912234183,30.24480890479999,0.07226637192355453,2.5714299466433466,0.592405359742897,30.104533669878045
1.3363803074337906e-05,12.499997551643556,30.244808108946803,0.07226668212041663,2.5714307480995133,0.5924055439636433,30.104528206974006
2.2003107625256058e-05,12.499994191038466,30.244807313064904,0.07226699231870248,2.5714315229843545,0.5924057221644562,30.104522962024017
0.00010839615313443758,12.49996058354114,30.244799352211515,0.07227009444178742,2.5714372993723433,0.5924070506166036,30.10448523366167
0.00019478919864361909,12.499926974597328,30.244791389887666,0.07227319670349043,2.5714415980180045,0.5924080392313004,30.104457431878068
0.0010587196537354343,12.499590740447317,30.244711714569103,0.0723042327950052,2.5714486039357434,0.5924096490535352,30.104346528861
0.0019226501088272494,12.499254361522702,30.244632002615887,0.0723352822663193,2.5714464095954357,0.5924091422252493,30.104262812991248
0.0105619546597454,12.495876032144219,30.243831471420563,0.07264711717454063,2.5713917856113437,0.5923965539956685,30.103468993794355
0.019201259210663554,12.492483099545339,30.243027517309812,0.07296029794527929,2.57133573162771,0.592383636610022,30.102672362082373
0.0945169596045573,12.46175102633902,30.235748636444146,0.07579681584553259,2.5708277835744813,0.5922665824271403,30.095459734462416
0.16983265999845104,12.429820642076152,30.228189241036038,0.07874375181689582,2.5703002167261397,0.5921450072004724,30.087969133091086
0.37511512980392325,12.338011222766005,30.206468961045356,0.08721622666089618,2.568784117724851,0.5917956295990809,30.066446446670994
0.5803975996093954,12.236175108463485,30.18240947200258,0.09661216582465298,2.567104311849888,0.5914085266788833,30.042605709714255
0.7856800694148676,12.123288778149243,30.155779019960836,0.1070254447768413,2.5652444677345265,0.5909799350041947,30.016217231976604
1.0909288324979651,11.932875644679445,30.110950113417463,0.12458519973234171,2.562112295663182,0.5902581422039781,29.97179526479245
1.3961775955810627,11.711292649503939,30.058929104496393,0.14501127465979602,2.558475632384384,0.5894200926407412,29.920245908648038
1.7014263586641603,11.453090822108667,29.998511216780003,0.1688018260154525,2.5542487278132966,0.5884460261520872,29.86037486105132
2.006675121747258,11.152156751569812,29.928363749120155,0.19651468701576608,2.549337410912925,0.5873142418758941,29.79086119564812
2.473894822078166,10.591508899836855,29.79846909954642,0.2481003636404317,2.540229445197705,0.5852153688073721,29.662136154412142
2.941114522409074,9.881671110885016,29.635444117962074,0.313333227702753,2.528772221505359,0.5825751329634192,29.500571091144153
3.408334222739982,8.982572615817347,29.43119052272368,0.3958343867781476,2.514369074297385,0.5792560469280723,29.298131465164985
