T,GLC,ACE_env,X,ACCOA,ACP,ACE_cell
0.0,12.50000275,30.24480934,0.07226620229,2.57142305,0.5924117,30.10453681
0.2631578947368421,12.388082369848455,30.218314797150818,0.08259549670471165,2.569610969878535,0.5919861736347368,30.078184518923795
0.5263157894736842,12.26300390394654,30.18874796120532,0.0941367990854349,2.5675468578816107,0.5915105092137435,30.048886568527045
0.7894736842105263,12.120922334226186,30.15522188878226,0.10724367644315339,2.565205541272737,0.5909709646030744,30.015665158217942
1.0526315789473684,11.956765340343408,30.116574457257375,0.12238211009153592,2.5625052656027445,0.590348700087331,29.977368553028853
1.3157894736842104,11.769647155666473,30.072628983782085,0.1396320102704578,2.559433357906352,0.5896407953547003,29.93382157684596
1.5789473684210527,11.5566925493651,30.02275348333461,0.15925602907941586,2.5559447445259993,0.5888368637062021,29.884397711726876
1.8421052631578947,11.31440041451897,29.966182604523805,0.18157375303829817,2.551985266778476,0.5879244247850909,29.828338346971805
2.1052631578947367,11.0338544397591,29.900954677117262,0.2073997814331519,2.547415538927377,0.5868713586374479,29.763698922718554
2.3684210526315788,10.718073858918258,29.827792517013155,0.2364550161535799,2.5422855474453074,0.5856891845603683,29.691195535494984
2.631578947368421,10.351942480078518,29.74344904880074,0.2701161029223157,2.5363626940848927,0.5843243034706176,29.60760881821285
2.894736842105263,9.952131817101506,29.651626484570546,0.3068580107702444,2.529909501156017,0.582837210983269,29.516608541720835
3.1578947368421053,9.464508126492143,29.540674701896922,0.35161204801506196,2.5220894610437523,0.5810351461393307,29.4066433190523
3.4210526315789473,8.951547325436684,29.424237503883674,0.3986759811625313,2.5138760894670815,0.5791424436384114,29.291239328213255
3.6842105263157894,8.30959987717093,29.28037188176316,0.45747170045089497,2.503675690052146,0.5767918663829634,29.148633419453763
3.9473684210526314,7.618007196014997,29.12625316296775,0.520766300013624,2.492710769720964,0.5742651275499495,28.995851615090345
4.2105263157894735,6.794139169895713,28.944815972273652,0.5960477693238855,2.4797088508293776,0.571269021728702,28.815957034273694
4.473684210526316,5.892033422152465,28.7477712053826,0.6783915208566343,2.465433161516359,0.567979456007563,28.620533564234528
4.7368421052631575,4.821412274514247,28.517109445439747,0.7759466472631764,2.44841391158467,0.5640578101164392,28.39166258418434
5.0,3.6356077689003206,28.263517975977702,0.8839818041407124,2.4281646112436706,0.5593925024554659,28.139490439401474
