T,GLC,ACE_env,X,ACCOA,ACP,ACE_cell
0.0,14.19223119,9.003971998,0.06713709716,0.9875,0.2273,9.05
0.2631578947368421,14.041191321997767,9.017660658361718,0.07828842315248093,0.9886115392307026,0.22766152893541727,9.060685663332523
0.5263157894736842,13.865720365782462,9.033512880928482,0.09124631952370632,0.9899153369369817,0.22796196749981698,9.07640084738318
0.7894736842105263,13.65956856433754,9.05206254476111,0.10647404315354597,0.991440097094077,0.22831332347551286,9.094789984121208
1.0526315789473684,13.419874951063269,9.073535946285842,0.12418466624029781,0.9932040257005653,0.2287197922676876,9.116077327898585
1.3157894736842104,13.134821469616591,9.098915484962419,0.14525568415675705,0.995286846151644,0.22919974517312455,9.141236552846765
1.5789473684210527,12.819387149746314,9.12689364789797,0.16857839134963443,0.9975815819836007,0.22972853106303004,9.168971557621271
1.8421052631578947,12.42867546684745,9.161203423032417,0.1974863273957837,1.0003909861365032,0.23037591581326672,9.20298209426329
2.1052631578947367,11.987597477465666,9.199657814705333,0.23013634096579832,1.0035356178738977,0.2311005502197287,9.241100082559493
2.3684210526315788,11.490761150609583,9.242688578998479,0.26692971391429154,1.0070501763863018,0.23191043043317233,9.283753346394557
2.631578947368421,10.872874639421864,9.295354113792959,0.312735158474519,1.0113375624622125,0.23289840335867024,9.335953042411003
2.894736842105263,10.16903611689018,9.354601756836535,0.3649543429291865,1.016145218054095,0.23400627231581891,9.394671949316773
3.1578947368421053,9.37491422740048,9.420746107450123,0.42391144238729384,1.0214974823144554,0.23523964650613366,9.460221485484801
3.4210526315789473,8.404250344037496,9.499595633573968,0.49608837727780636,1.0278185536015985,0.23669629996574587,9.5383418388038
3.6842105263157894,7.364979291132977,9.583312883755237,0.5734069736008676,1.0345046494097216,0.2382370834061984,9.621275994192095
3.9473684210526314,6.035227913538808,9.686146495534649,0.6725854135017615,1.0424905540016014,0.24007751911878822,9.72306161979336
4.2105263157894735,4.5824676599426635,9.795914734986384,0.7811322714980553,1.05054066962747,0.24193301961322203,9.8315162742582
4.473684210526316,2.8683393290994057,9.920417604653839,0.9095850542050382,1.0587272202410982,0.24382052961130052,9.954141217143132
4.7368421052631575,0.970730524090928,10.049948559133448,1.0521715734402088,1.0604388940275309,0.24421968425936819,10.078894164736802
5.0,-1.113466752330037,10.123506577506518,1.2126018784827859,0.7467676031979209,0.17211100955931297,10.015418596087573
